Output_File,AvgSlip,ARB_FrontRear
VLoutput0_00.csv,2.8795993673056794,0.9245627547152886
VLoutput0_01.csv,2.697372449715449,3.7599119410616173
VLoutput0_02.csv,4.733755134922692,0.11140003092942694
VLoutput0_03.csv,5.303136073706629,1.1463729547993506
VLoutput0_04.csv,,1.0486468982003623
VLoutput0_05.csv,5.708001197714822,0.6213725508111526
VLoutput0_06.csv,2.363202729673863,0.6352923086806948
VLoutput0_07.csv,5.9099406268163,0.49961029974127946
VLoutput0_08.csv,4.43797721502955,1.5314083723016143
VLoutput0_09.csv,4.588165743920932,0.03266305824483159
VLoutput0_10.csv,3.51657752129401,0.5534829734022483
VLoutput0_11.csv,2.7988347458689202,0.7335111540213279
VLoutput0_12.csv,2.3042841508924132,0.3727072976816878
VLoutput0_13.csv,4.675139208557897,0.05930157931962813
VLoutput0_14.csv,6.248351694063422,1.5112212500876971
VLoutput0_15.csv,6.543325090813827,0.1569375861650749
VLoutput0_16.csv,3.3760715300938244,1.6947254118200852
VLoutput0_17.csv,6.49128214246036,1.3056633971476608
VLoutput0_18.csv,5.965371144217818,1.864789821136384
VLoutput0_19.csv,6.16073928170314,0.5019476480823134
VLoutput0_20.csv,3.786235619237902,0.6050312037986667
VLoutput0_21.csv,6.786339749197299,1.071303947417231
VLoutput0_22.csv,7.712646004428628,0.2739339104194796
VLoutput0_23.csv,3.4765620596786464,1.5196283664719736
VLoutput0_24.csv,2.5600328671937236,0.38941460984336473
VLoutput0_25.csv,3.5774547450438043,0.488975098061432
VLoutput0_26.csv,4.30536727086172,0.5711585955783279
VLoutput0_27.csv,2.5125405989096836,0.47409944351182604
VLoutput0_28.csv,7.974091886772448,1.4095883008521901
VLoutput0_29.csv,5.043891762891751,0.40335089990746986
VLoutput0_30.csv,9.11271657713853,0.4266519788430256
VLoutput0_31.csv,9.415064864044007,3.275092112464185
VLoutput0_32.csv,2.5235019193353128,0.17655588374010622
VLoutput0_33.csv,3.298322744518206,0.3207314349908411
VLoutput0_34.csv,5.606000031663765,8.145736464679294
VLoutput0_35.csv,3.3477344740846537,4.050312295419288
VLoutput0_36.csv,2.429930924121649,1.4554873710841563
VLoutput0_37.csv,2.6914411118713493,0.6074416853652773
VLoutput0_38.csv,3.5109995663742932,0.6214499730033927
VLoutput0_39.csv,7.055926264539736,0.7039369265388592
VLoutput0_40.csv,4.246700729506306,0.28067831058485865
VLoutput0_41.csv,7.084144266587737,1.5493183064576268
VLoutput0_42.csv,4.109151665819534,1.1257500872327149
VLoutput0_43.csv,3.9870550742664825,1.1786462291564719
VLoutput0_44.csv,2.2714598818486595,2.0526741802857744
VLoutput0_45.csv,3.0371660922689476,0.9701234840798928
VLoutput0_46.csv,6.844137648246244,0.4889290190502004
VLoutput0_48.csv,6.032396882573841,0.25837438094063137
VLoutput0_49.csv,4.880838738213712,0.5598454015041079
VLoutput1_01.csv,3.3727067861763818,1.0599397917661197
VLoutput1_02.csv,2.667216299674364,5.746571406056532
VLoutput1_03.csv,6.7514523489548655,1.1492445590919662
VLoutput1_04.csv,3.7603202492140015,3.289251191000075
VLoutput1_05.csv,3.1711074443674754,1.2653282375041117
VLoutput1_06.csv,6.59996402262151,0.9840032982694807
VLoutput1_07.csv,7.843112158487729,3.1757703880835844
VLoutput1_08.csv,3.843816261019307,1.070936860162775
VLoutput1_09.csv,6.188494459447185,2.8854327911446394
VLoutput1_10.csv,4.073202312495117,2.598331852769698
VLoutput1_11.csv,6.881623547956546,1.560532769100621
VLoutput1_12.csv,,0.49122975023308446
VLoutput1_13.csv,4.765445487485092,0.5378617878250765
VLoutput1_14.csv,5.301316898874478,4.9641665163468485
VLoutput1_15.csv,5.1678894876458354,0.9162733207649619
VLoutput1_16.csv,3.353630298071381,0.5312237782103568
VLoutput1_17.csv,3.701912973726395,0.7907350436074668
VLoutput1_18.csv,2.1515134322337546,2.479220633578821
VLoutput1_19.csv,4.145813272243406,15.118438154476348
VLoutput1_20.csv,6.979890788923059,1.9704834883280042
VLoutput1_21.csv,3.5845525653292833,5.7510127652937095
VLoutput1_22.csv,3.296171521112369,1.0053212040676234
VLoutput1_23.csv,7.082824779007353,1.7531259022380326
VLoutput1_24.csv,2.829763959636525,0.27353896360476804
VLoutput1_25.csv,7.836096486800243,0.2612322486764938
VLoutput1_26.csv,3.573740064841657,0.16725107160345407
VLoutput1_27.csv,2.9300340283146995,1.043011928396027
VLoutput1_28.csv,5.207316454628087,4.084592511243265
VLoutput1_29.csv,2.969124327076735,1.0375100570388895
VLoutput1_30.csv,3.068006781747386,0.6410275723077783
VLoutput1_31.csv,2.432794151290106,1.1220161427469573
