Output_File,AvgSlip,ARB_FrontRear&FrontToe
VLoutput0_00.csv,2.8795993673056794,-0.00025887757132028077
VLoutput0_01.csv,2.697372449715449,0.005527070553360577
VLoutput0_02.csv,4.733755134922692,0.000173784048249906
VLoutput0_03.csv,5.303136073706629,0.0017310231617470196
VLoutput0_04.csv,,0.0007969716426322754
VLoutput0_05.csv,5.708001197714822,0.0013421647097520896
VLoutput0_06.csv,2.363202729673863,0.00013341138482294592
VLoutput0_07.csv,5.9099406268163,0.0009592517755032566
VLoutput0_08.csv,4.43797721502955,0.0013170112001793883
VLoutput0_09.csv,4.588165743920932,4.0828822806039485e-05
VLoutput0_10.csv,3.51657752129401,-0.00021032352989285437
VLoutput0_11.csv,2.7988347458689202,0.0
VLoutput0_12.csv,2.3042841508924132,0.00026462218135399834
VLoutput0_13.csv,4.675139208557897,8.420824263387194e-05
VLoutput0_14.csv,6.248351694063422,0.004881244637783262
VLoutput0_15.csv,6.543325090813827,0.00038449708610443345
VLoutput0_16.csv,3.3760715300938244,-0.0005253648776642264
VLoutput0_17.csv,6.49128214246036,0.0031988753230117687
VLoutput0_18.csv,5.965371144217818,0.004326312385036411
VLoutput0_19.csv,6.16073928170314,0.0016815246210757499
VLoutput0_20.csv,3.786235619237902,-0.00016335842502564
VLoutput0_21.csv,6.786339749197299,0.0025818425132755267
VLoutput0_22.csv,7.712646004428628,0.000980683399301737
VLoutput0_23.csv,3.4765620596786464,-0.0007902067505654262
VLoutput0_24.csv,2.5600328671937236,0.00029595510348095724
VLoutput0_25.csv,3.5774547450438043,0.000899714180433035
VLoutput0_26.csv,4.30536727086172,-0.0008053336197654424
VLoutput0_27.csv,2.5125405989096836,-5.689193322141913e-05
VLoutput0_28.csv,7.974091886772448,0.005539682022349108
VLoutput0_29.csv,5.043891762891751,0.0007542661828269686
VLoutput0_30.csv,9.11271657713853,0.0014463502082778567
VLoutput0_31.csv,9.415064864044007,0.01097155857675502
VLoutput0_32.csv,2.5235019193353128,-9.180905954485523e-05
VLoutput0_33.csv,3.298322744518206,5.1317029598534585e-05
VLoutput0_34.csv,5.606000031663765,0.008715938017206845
VLoutput0_35.csv,3.3477344740846537,-0.0015391186722593295
VLoutput0_36.csv,2.429930924121649,-0.0002765426005059897
VLoutput0_37.csv,2.6914411118713493,-0.0005041765988531802
VLoutput0_38.csv,3.5109995663742932,-0.0003915134829921374
VLoutput0_39.csv,7.055926264539736,0.0027031177979092193
VLoutput0_40.csv,4.246700729506306,-0.0004154038996655908
VLoutput0_41.csv,7.084144266802924,0.006073327761313897
VLoutput0_42.csv,4.109151665819534,-0.0013846726072962393
VLoutput0_43.csv,3.9870550742664825,0.0030762666580983916
VLoutput0_44.csv,2.2714598818486595,0.0034279658810772435
VLoutput0_45.csv,3.0371660922689476,9.701234840798928e-06
VLoutput0_46.csv,6.844137648246244,0.001036529520386425
VLoutput0_48.csv,6.032396882573841,0.0008009605809159572
VLoutput0_49.csv,4.880838738213712,0.0009125480044516959
VLoutput1_01.csv,3.3727067861763818,-0.0009115482209188629
VLoutput1_02.csv,2.667216299674364,-0.0018963685639986556
VLoutput1_03.csv,6.7514523489548655,0.001907745968092664
VLoutput1_04.csv,3.7603202492140015,0.010920313954120249
VLoutput1_05.csv,3.1711074443674754,0.0007085838130023025
VLoutput1_06.csv,6.59996402262151,0.0014071247165253575
VLoutput1_07.csv,7.843112158487729,0.007748879746923946
VLoutput1_08.csv,3.843816261019307,0.0028272733108297256
VLoutput1_09.csv,6.188494459447185,-0.0015869880351295517
VLoutput1_10.csv,4.073202312495117,0.005508463527871759
VLoutput1_11.csv,6.881623547956546,0.0012172155598984844
VLoutput1_12.csv,,0.0017733393983414348
VLoutput1_13.csv,4.765445487485092,0.0008336857711288686
VLoutput1_14.csv,5.301316898874478,0.018268132780156404
VLoutput1_15.csv,5.1678894876458354,0.0017225938430381284
VLoutput1_16.csv,3.353630298071381,0.0005205993026461496
VLoutput1_17.csv,3.701912973726395,7.907350436074668e-05
VLoutput1_18.csv,2.1515134322337546,-0.001165233697782046
VLoutput1_19.csv,4.145813272243406,-0.020561075890087835
VLoutput1_20.csv,6.979890788923059,0.002285760846460485
VLoutput1_21.csv,3.5845525653292833,0.02081866621036323
VLoutput1_22.csv,3.296171521112369,0.0014979285940607589
VLoutput1_23.csv,7.082824779007353,0.0010518755413428194
VLoutput1_24.csv,2.829763959636525,0.0008260876700863995
VLoutput1_25.csv,7.836096486800243,0.0002638445711632588
VLoutput1_26.csv,3.573740064841657,0.0005653086220196747
VLoutput1_27.csv,2.9300340283146995,0.0005319360834819738
VLoutput1_28.csv,5.207316454628087,-0.0039212088107935346
VLoutput1_29.csv,2.969124327076735,0.0013798883758617232
VLoutput1_30.csv,3.068006781747386,-0.0001153849630154001
VLoutput1_31.csv,2.432794151290106,0.0002805040356867393
