Output_File,AvgSlip,ARB_Rear
VLoutput0_00.csv,2.8795993673056794,116229.74284
VLoutput0_01.csv,2.697372449715449,38378.25963
VLoutput0_02.csv,4.733755134922692,93092.18708
VLoutput0_03.csv,5.303136073706629,58038.35129
VLoutput0_04.csv,,111316.07174
VLoutput0_05.csv,5.708001197714822,114673.73996
VLoutput0_06.csv,2.363202729673863,101613.56953
VLoutput0_07.csv,5.9099406268163,65548.18589
VLoutput0_08.csv,4.43797721502955,35996.12435
VLoutput0_09.csv,4.588165743920932,88446.58263
VLoutput0_10.csv,3.51657752129401,99241.02041
VLoutput0_11.csv,2.7988347458689202,85240.55424
VLoutput0_12.csv,2.3042841508924132,92439.81635
VLoutput0_13.csv,4.675139208557897,149351.40601
VLoutput0_14.csv,6.248351694063422,65041.92753
VLoutput0_15.csv,6.543325090813827,139349.13614
VLoutput0_16.csv,3.3760715300938244,33555.97081
VLoutput0_17.csv,6.49128214246036,31878.18447
VLoutput0_18.csv,5.965371144217818,41010.89235
VLoutput0_19.csv,6.16073928170314,70880.85946
VLoutput0_20.csv,3.786235619237902,61384.01034
VLoutput0_21.csv,6.786339749197299,114999.93222
VLoutput0_22.csv,7.712646004428628,149916.24946
VLoutput0_23.csv,3.4765620596786464,42089.2595
VLoutput0_24.csv,2.5600328671937236,73324.91316
VLoutput0_25.csv,3.5774547450438043,122619.79812
VLoutput0_26.csv,4.30536727086172,94381.69051
VLoutput0_27.csv,2.5125405989096836,126133.00747
VLoutput0_28.csv,7.974091886772448,106221.99738
VLoutput0_29.csv,5.043891762891751,82222.49951
VLoutput0_30.csv,9.11271657713853,138254.93708
VLoutput0_31.csv,9.415064864044007,36860.67928
VLoutput0_32.csv,2.5235019193353128,40821.02577
VLoutput0_33.csv,3.298322744518206,78546.3954
VLoutput0_34.csv,5.606000031663765,2931.3103
VLoutput0_35.csv,3.3477344740846537,29255.5684
VLoutput0_36.csv,2.429930924121649,88037.87544
VLoutput0_37.csv,2.6914411118713493,130832.20295
VLoutput0_38.csv,3.5109995663742932,95343.75804
VLoutput0_39.csv,7.055926264539736,94444.24917
VLoutput0_40.csv,4.246700729506306,137331.82539
VLoutput0_41.csv,7.084144266802924,95120.98908
VLoutput0_42.csv,4.109151665819534,63392.96008
VLoutput0_43.csv,3.9870550742664825,110810.78819
VLoutput0_44.csv,2.2714598818486595,69335.66446
VLoutput0_45.csv,3.0371660922689476,137616.44266
VLoutput0_46.csv,6.844137648246244,61527.37125
VLoutput0_48.csv,6.032396882573841,122923.21036
VLoutput0_49.csv,4.880838738213712,114278.47275
VLoutput1_01.csv,3.3727067861763818,136642.45685
VLoutput1_02.csv,2.667216299674364,16220.24463
VLoutput1_03.csv,6.7514523489548655,48524.83048
VLoutput1_04.csv,3.7603202492140015,20802.14394
VLoutput1_05.csv,3.1711074443674754,74404.52643
VLoutput1_06.csv,6.59996402262151,126059.60866
VLoutput1_07.csv,7.843112158487729,29915.04216
VLoutput1_08.csv,3.843816261019307,119004.50049
VLoutput1_09.csv,6.188494459447185,39651.98136
VLoutput1_10.csv,4.073202312495117,28198.58532
VLoutput1_11.csv,6.881623547956546,85543.05861
VLoutput1_12.csv,,136291.48049
VLoutput1_13.csv,4.765445487485092,148873.84336
VLoutput1_14.csv,5.301316898874478,25218.17635
VLoutput1_15.csv,5.1678894876458354,91717.12864
VLoutput1_16.csv,3.353630298071381,135702.30087
VLoutput1_17.csv,3.701912973726395,126023.94383
VLoutput1_18.csv,2.1515134322337546,10087.71662
VLoutput1_19.csv,4.145813272243406,7649.25943
VLoutput1_20.csv,6.979890788923059,30992.66235
VLoutput1_21.csv,3.5845525653292833,25396.37531
VLoutput1_22.csv,3.296171521112369,117165.02169
VLoutput1_23.csv,7.082824779007353,49374.85828
VLoutput1_24.csv,2.829763959636525,145077.26412
VLoutput1_25.csv,7.836096486800243,17395.15084
VLoutput1_26.csv,3.573740064841657,121074.19681
VLoutput1_27.csv,2.9300340283146995,141651.4757
VLoutput1_28.csv,5.207316454628087,35079.16725
VLoutput1_29.csv,2.969124327076735,84256.26164
VLoutput1_30.csv,3.068006781747386,146716.00515
VLoutput1_31.csv,2.432794151290106,68007.91234
