Output_File,AvgSlip,ARB_FrontRear&FrontToe&FrontBump
VLoutput0_00.csv,2.8795993673056794,-0.5056829436888186
VLoutput0_01.csv,2.697372449715449,18.674916282036754
VLoutput0_02.csv,4.733755134922692,0.5489349942201401
VLoutput0_03.csv,5.303136073706629,5.744384056019301
VLoutput0_04.csv,,1.1662384273426758
VLoutput0_05.csv,5.708001197714822,3.4045251915331223
VLoutput0_06.csv,2.363202729673863,0.3336563315332622
VLoutput0_07.csv,5.9099406268163,1.6527889098735957
VLoutput0_08.csv,4.43797721502955,1.4112369113674548
VLoutput0_09.csv,4.588165743920932,0.12000808170731676
VLoutput0_10.csv,3.51657752129401,-0.4089495843595404
VLoutput0_11.csv,2.7988347458689202,0.0
VLoutput0_12.csv,2.3042841508924132,0.4425489839025558
VLoutput0_13.csv,4.675139208557897,0.1615275453552199
VLoutput0_14.csv,6.248351694063422,11.651167102413345
VLoutput0_15.csv,6.543325090813827,0.8733036830684711
VLoutput0_16.csv,3.3760715300938244,-0.9589691685475022
VLoutput0_17.csv,6.49128214246036,5.96295903228848
VLoutput0_18.csv,5.965371144217818,7.362082151514057
VLoutput0_19.csv,6.16073928170314,5.313681549197755
VLoutput0_20.csv,3.786235619237902,-0.22971673439624332
VLoutput0_21.csv,6.786339749197299,6.821399896603751
VLoutput0_22.csv,7.712646004428628,1.3473128492004227
VLoutput0_23.csv,3.4765620596786464,-2.7339041663002184
VLoutput0_24.csv,2.5600328671937236,0.4182636256244875
VLoutput0_25.csv,3.5774547450438043,1.1427508229937793
VLoutput0_26.csv,4.30536727086172,-1.4870381159331858
VLoutput0_27.csv,2.5125405989096836,-0.16436824905777053
VLoutput0_28.csv,7.974091886772448,9.601467233349258
VLoutput0_29.csv,5.043891762891751,0.8346767129672984
VLoutput0_30.csv,9.11271657713853,3.2675556572827564
VLoutput0_31.csv,9.415064864044007,34.775657342743685
VLoutput0_32.csv,2.5235019193353128,-0.13649379211799562
VLoutput0_33.csv,3.298322744518206,0.17654570751343315
VLoutput0_34.csv,5.606000031663765,23.4617012354069
VLoutput0_35.csv,3.3477344740846537,-3.247173718834706
VLoutput0_36.csv,2.429930924121649,-0.2975963251751557
VLoutput0_37.csv,2.6914411118713493,-1.6319096341121087
VLoutput0_38.csv,3.5109995663742932,-0.7265968944131467
VLoutput0_39.csv,7.055926264539736,7.033501427376817
VLoutput0_40.csv,4.246700729506306,-1.2255516400494113
VLoutput0_41.csv,7.084144266802924,10.940028748456445
VLoutput0_42.csv,4.109151665819534,-4.423353827794893
VLoutput0_43.csv,3.9870550742664825,3.0850210054660083
VLoutput0_44.csv,2.2714598818486595,9.684470468716558
VLoutput0_45.csv,3.0371660922689476,0.03343195216192904
VLoutput0_46.csv,6.844137648246244,2.203072824998646
VLoutput0_48.csv,6.032396882573841,1.7671750685502914
VLoutput0_49.csv,4.880838738213712,3.0829778390894944
VLoutput1_01.csv,3.3727067861763818,-2.9195974503927022
VLoutput1_02.csv,2.667216299674364,-5.840394828059963
VLoutput1_03.csv,6.7514523489548655,4.342849925215667
VLoutput1_04.csv,3.7603202492140015,36.402520719716925
VLoutput1_05.csv,3.1711074443674754,2.329244139824326
VLoutput1_06.csv,6.59996402262151,1.5676314929901987
VLoutput1_07.csv,7.843112158487729,13.187359940075238
VLoutput1_08.csv,3.843816261019307,3.98482080847799
VLoutput1_09.csv,6.188494459447185,-4.41121081173384
VLoutput1_10.csv,4.073202312495117,6.636786680033066
VLoutput1_11.csv,6.881623547956546,2.916051571866997
VLoutput1_12.csv,,4.216662966632851
VLoutput1_13.csv,4.765445487485092,2.639025197168806
VLoutput1_14.csv,5.301316898874478,49.15047664492616
VLoutput1_15.csv,5.1678894876458354,3.8569259422753768
VLoutput1_16.csv,3.353630298071381,1.7676247501430113
VLoutput1_17.csv,3.701912973726395,0.2591322626982445
VLoutput1_18.csv,2.1515134322337546,-3.9125762896030145
VLoutput1_19.csv,4.145813272243406,-66.01612261409105
VLoutput1_20.csv,6.979890788923059,7.701183112418603
VLoutput1_21.csv,3.5845525653292833,40.730957852832375
VLoutput1_22.csv,3.296171521112369,2.852880532948428
VLoutput1_23.csv,7.082824779007353,3.162757961523568
VLoutput1_24.csv,2.829763959636525,2.1251551152488175
VLoutput1_25.csv,7.836096486800243,0.8930597667814225
VLoutput1_26.csv,3.573740064841657,1.0616423392433287
VLoutput1_27.csv,2.9300340283146995,0.8427135644783877
VLoutput1_28.csv,5.207316454628087,-10.256719689047662
VLoutput1_29.csv,2.969124327076735,2.423704427223625
VLoutput1_30.csv,3.068006781747386,-0.11893993564886679
VLoutput1_31.csv,2.432794151290106,0.897997695608519
