parameter,value
brakes_DATA_MAX_TORQUE,785.92862
brakes_DATA_FRONT_SHARE,0.55658
drivetrain_DIFFERENTIAL_POWER,0.85452
drivetrain_DIFFERENTIAL_COAST,0.81115
drivetrain_DIFFERENTIAL_PRELOAD,7.43212
suspensions_BASIC_WHEELBASE,1.71844
suspensions_BASIC_CG_LOCATION,0.36391
suspensions_ARB_FRONT,73269.28244
suspensions_ARB_REAR,28198.58532
suspensions_FRONT_TRACK,1.1057
suspensions_FRONT_ROD_LENGTH,0.01787
suspensions_FRONT_TOE_OUT,0.00212
suspensions_FRONT_STATIC_CAMBER,-2.63165
suspensions_FRONT_SPRING_RATE,26215.73422
suspensions_FRONT_BUMP_STOP_RATE,118803.40484
suspensions_FRONT_PACKER_RANGE,0.07731
suspensions_FRONT_DAMP_BUMP,1204.83446
suspensions_FRONT_DAMP_FAST_BUMP,935.99637
suspensions_FRONT_DAMP_REBOUND,3197.92621
suspensions_FRONT_DAMP_FAST_REBOUND,934.30618
suspensions_REAR_TRACK,1.14915
suspensions_REAR_ROD_LENGTH,0.01304
suspensions_REAR_TOE_OUT,0.00248
suspensions_REAR_STATIC_CAMBER,0.14773
suspensions_REAR_SPRING_RATE,23675.7008
suspensions_REAR_BUMP_STOP_RATE,129563.34635
suspensions_REAR_PACKER_RANGE,0.07323
suspensions_REAR_DAMP_BUMP,1207.89969
suspensions_REAR_DAMP_FAST_BUMP,1325.13247
suspensions_REAR_DAMP_REBOUND,1625.62216
suspensions_REAR_DAMP_FAST_REBOUND,3007.54559
tyres_FRONT_PRESSURE_STATIC,9.67085
tyres_REAR_PRESSURE_STATIC,13.34858
